id,item_id,dept_id,cat_id,store_id,state_id,day,demand,d,date,wday,month,weekday,event_name_1,wm_yr_wk,sell_price,lag_1,lag_7,lag_14,lag_28,rmean_7,rstd_7,rmean_14,rstd_14,rmean_28,rstd_28,price_change,price_pct_change,rolling_price_mean_28,day_of_week,is_weekend,is_month_start,is_month_end,year,day_of_year,is_event,time_index,naive_forecast,residual,dow,time_idx
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_11,0.0,d_11,2011-02-08,4,2,Tuesday,,11102,1.25,65.0,47.0,,,86.14285714285714,32.47269915600165,,,,,0.0,0.0,,Tuesday,0,0,0,2011,39,0,10,65.0,-65.0,1,10
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_12,0.0,d_12,2011-02-09,5,2,Wednesday,,11102,1.25,0.0,62.0,,,79.42857142857143,44.53409608699512,,,,,0.0,0.0,,Wednesday,0,0,0,2011,40,0,11,0.0,0.0,2,11
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_13,0.0,d_13,2011-02-10,6,2,Thursday,,11102,1.25,0.0,90.0,,,70.57142857142857,53.78307398818932,,,,,0.0,0.0,,Thursday,0,0,0,2011,41,0,12,0.0,0.0,3,12
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_14,0.0,d_14,2011-02-11,7,2,Friday,,11102,1.25,0.0,81.0,,,57.71428571428572,58.88042766407833,,,,,0.0,0.0,,Friday,0,0,0,2011,42,0,13,0.0,0.0,4,13
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_15,0.0,d_15,2011-02-12,1,2,Saturday,,11103,1.25,0.0,124.0,107.0,,46.142857142857146,61.44490369816026,67.07142857142857,56.889182810786814,,,0.0,0.0,,Saturday,1,0,0,2011,43,0,14,0.0,0.0,5,14
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_16,0.0,d_16,2011-02-13,2,2,Sunday,,11103,1.25,0.0,134.0,182.0,,28.428571428571427,52.47811335168574,59.42857142857143,58.28275148686034,,,0.0,0.0,,Sunday,1,0,0,2011,44,0,15,0.0,0.0,6,15
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_17,0.0,d_17,2011-02-14,3,2,Monday,ValentinesDay,11103,1.25,0.0,65.0,47.0,,9.285714285714286,24.56769074559968,46.42857142857143,48.27917895821263,,,0.0,0.0,,Monday,0,0,0,2011,45,1,16,0.0,0.0,0,16
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_18,0.0,d_18,2011-02-15,4,2,Tuesday,,11103,1.25,0.0,0.0,47.0,,0.0,0.0,43.07142857142857,49.845089698314,,,0.0,0.0,,Tuesday,0,0,0,2011,46,0,17,0.0,0.0,1,17
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_19,0.0,d_19,2011-02-16,5,2,Wednesday,,11103,1.25,0.0,0.0,62.0,,0.0,0.0,39.71428571428572,51.12643238005258,,,0.0,0.0,,Wednesday,0,0,0,2011,47,0,18,0.0,0.0,2,18
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_20,0.0,d_20,2011-02-17,6,2,Thursday,,11103,1.25,0.0,0.0,90.0,,0.0,0.0,35.285714285714285,51.729218899110485,,,0.0,0.0,,Thursday,0,0,0,2011,48,0,19,0.0,0.0,3,19
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_21,0.0,d_21,2011-02-18,7,2,Friday,,11103,1.25,0.0,0.0,81.0,,0.0,0.0,28.857142857142858,49.9690013798665,,,0.0,0.0,,Friday,0,0,0,2011,49,0,20,0.0,0.0,4,20
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_22,0.0,d_22,2011-02-19,1,2,Saturday,,11104,1.25,0.0,0.0,124.0,,0.0,0.0,23.071428571428573,48.122382903008216,,,0.0,0.0,,Saturday,1,0,0,2011,50,0,21,0.0,0.0,5,21
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_23,0.0,d_23,2011-02-20,2,2,Sunday,,11104,1.25,0.0,0.0,134.0,,0.0,0.0,14.214285714285714,38.5829347917296,,,0.0,0.0,,Sunday,1,0,0,2011,51,0,22,0.0,0.0,6,22
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_24,0.0,d_24,2011-02-21,3,2,Monday,PresidentsDay,11104,1.25,0.0,0.0,65.0,,0.0,0.0,4.642857142857143,17.371980724307626,,,0.0,0.0,,Monday,0,0,0,2011,52,1,23,0.0,0.0,0,23
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_25,0.0,d_25,2011-02-22,4,2,Tuesday,,11104,1.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,Tuesday,0,0,0,2011,53,0,24,0.0,0.0,1,24
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_26,0.0,d_26,2011-02-23,5,2,Wednesday,,11104,1.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,Wednesday,0,0,0,2011,54,0,25,0.0,0.0,2,25
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_27,0.0,d_27,2011-02-24,6,2,Thursday,,11104,1.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,Thursday,0,0,0,2011,55,0,26,0.0,0.0,3,26
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_28,0.0,d_28,2011-02-25,7,2,Friday,,11104,1.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,Friday,0,0,0,2011,56,0,27,0.0,0.0,4,27
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_29,0.0,d_29,2011-02-26,1,2,Saturday,,11105,1.25,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,33.535714285714285,52.19726269455356,0.0,0.0,1.25,Saturday,1,0,0,2011,57,0,28,0.0,0.0,5,28
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_30,0.0,d_30,2011-02-27,2,2,Sunday,,11105,1.25,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,29.714285714285715,50.50915365727883,0.0,0.0,1.25,Sunday,1,0,0,2011,58,0,29,0.0,0.0,6,29
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_31,0.0,d_31,2011-02-28,3,2,Monday,,11105,1.25,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,23.214285714285715,41.00167760150268,0.0,0.0,1.25,Monday,0,0,1,2011,59,0,30,0.0,0.0,0,30
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_32,0.0,d_32,2011-03-01,4,3,Tuesday,,11105,1.25,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,21.535714285714285,40.95388747690382,0.0,0.0,1.25,Tuesday,0,1,0,2011,60,0,31,0.0,0.0,1,31
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_33,0.0,d_33,2011-03-02,5,3,Wednesday,,11105,1.25,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,19.857142857142858,40.83454808688738,0.0,0.0,1.25,Wednesday,0,0,0,2011,61,0,32,0.0,0.0,2,32
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_34,0.0,d_34,2011-03-03,6,3,Thursday,,11105,1.25,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,17.642857142857142,40.13976903522314,0.0,0.0,1.25,Thursday,0,0,0,2011,62,0,33,0.0,0.0,3,33
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_35,0.0,d_35,2011-03-04,7,3,Friday,,11105,1.25,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,14.428571428571429,37.65774581816894,0.0,0.0,1.25,Friday,0,0,0,2011,63,0,34,0.0,0.0,4,34
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_36,0.0,d_36,2011-03-05,1,3,Saturday,,11106,1.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,11.535714285714286,35.3977213567297,0.0,0.0,1.25,Saturday,1,0,0,2011,64,0,35,0.0,0.0,5,35
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_37,0.0,d_37,2011-03-06,2,3,Sunday,,11106,1.25,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,7.107142857142857,27.73330567001063,0.0,0.0,1.25,Sunday,1,0,0,2011,65,0,36,0.0,0.0,6,36
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_38,0.0,d_38,2011-03-07,3,3,Monday,,11106,1.25,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,2.321428571428572,12.283845372799906,0.0,0.0,1.25,Monday,0,0,0,2011,66,0,37,0.0,0.0,0,37
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_39,0.0,d_39,2011-03-08,4,3,Tuesday,,11106,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Tuesday,0,0,0,2011,67,0,38,0.0,0.0,1,38
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_40,0.0,d_40,2011-03-09,5,3,Wednesday,LentStart,11106,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Wednesday,0,0,0,2011,68,1,39,0.0,0.0,2,39
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_41,0.0,d_41,2011-03-10,6,3,Thursday,,11106,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Thursday,0,0,0,2011,69,0,40,0.0,0.0,3,40
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_42,0.0,d_42,2011-03-11,7,3,Friday,,11106,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Friday,0,0,0,2011,70,0,41,0.0,0.0,4,41
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_43,0.0,d_43,2011-03-12,1,3,Saturday,,11107,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Saturday,1,0,0,2011,71,0,42,0.0,0.0,5,42
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_44,0.0,d_44,2011-03-13,2,3,Sunday,,11107,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Sunday,1,0,0,2011,72,0,43,0.0,0.0,6,43
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_45,0.0,d_45,2011-03-14,3,3,Monday,,11107,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Monday,0,0,0,2011,73,0,44,0.0,0.0,0,44
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_46,0.0,d_46,2011-03-15,4,3,Tuesday,,11107,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Tuesday,0,0,0,2011,74,0,45,0.0,0.0,1,45
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_47,0.0,d_47,2011-03-16,5,3,Wednesday,LentWeek2,11107,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Wednesday,0,0,0,2011,75,1,46,0.0,0.0,2,46
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_48,0.0,d_48,2011-03-17,6,3,Thursday,StPatricksDay,11107,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Thursday,0,0,0,2011,76,1,47,0.0,0.0,3,47
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_49,0.0,d_49,2011-03-18,7,3,Friday,,11107,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Friday,0,0,0,2011,77,0,48,0.0,0.0,4,48
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_50,0.0,d_50,2011-03-19,1,3,Saturday,,11108,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Saturday,1,0,0,2011,78,0,49,0.0,0.0,5,49
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_51,0.0,d_51,2011-03-20,2,3,Sunday,Purim End,11108,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Sunday,1,0,0,2011,79,1,50,0.0,0.0,6,50
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_52,0.0,d_52,2011-03-21,3,3,Monday,,11108,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Monday,0,0,0,2011,80,0,51,0.0,0.0,0,51
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_53,0.0,d_53,2011-03-22,4,3,Tuesday,,11108,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Tuesday,0,0,0,2011,81,0,52,0.0,0.0,1,52
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_54,0.0,d_54,2011-03-23,5,3,Wednesday,,11108,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Wednesday,0,0,0,2011,82,0,53,0.0,0.0,2,53
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_55,0.0,d_55,2011-03-24,6,3,Thursday,,11108,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Thursday,0,0,0,2011,83,0,54,0.0,0.0,3,54
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_56,0.0,d_56,2011-03-25,7,3,Friday,,11108,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Friday,0,0,0,2011,84,0,55,0.0,0.0,4,55
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_57,0.0,d_57,2011-03-26,1,3,Saturday,,11109,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Saturday,1,0,0,2011,85,0,56,0.0,0.0,5,56
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_58,0.0,d_58,2011-03-27,2,3,Sunday,,11109,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Sunday,1,0,0,2011,86,0,57,0.0,0.0,6,57
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_59,0.0,d_59,2011-03-28,3,3,Monday,,11109,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Monday,0,0,0,2011,87,0,58,0.0,0.0,0,58
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_60,0.0,d_60,2011-03-29,4,3,Tuesday,,11109,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Tuesday,0,0,0,2011,88,0,59,0.0,0.0,1,59
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_61,0.0,d_61,2011-03-30,5,3,Wednesday,,11109,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Wednesday,0,0,0,2011,89,0,60,0.0,0.0,2,60
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_62,0.0,d_62,2011-03-31,6,3,Thursday,,11109,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Thursday,0,0,1,2011,90,0,61,0.0,0.0,3,61
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_63,0.0,d_63,2011-04-01,7,4,Friday,,11109,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Friday,0,1,0,2011,91,0,62,0.0,0.0,4,62
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_64,0.0,d_64,2011-04-02,1,4,Saturday,,11110,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Saturday,1,0,0,2011,92,0,63,0.0,0.0,5,63
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_65,0.0,d_65,2011-04-03,2,4,Sunday,,11110,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Sunday,1,0,0,2011,93,0,64,0.0,0.0,6,64
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_66,0.0,d_66,2011-04-04,3,4,Monday,,11110,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Monday,0,0,0,2011,94,0,65,0.0,0.0,0,65
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_67,0.0,d_67,2011-04-05,4,4,Tuesday,,11110,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Tuesday,0,0,0,2011,95,0,66,0.0,0.0,1,66
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_68,0.0,d_68,2011-04-06,5,4,Wednesday,,11110,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Wednesday,0,0,0,2011,96,0,67,0.0,0.0,2,67
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_69,0.0,d_69,2011-04-07,6,4,Thursday,,11110,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Thursday,0,0,0,2011,97,0,68,0.0,0.0,3,68
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_70,0.0,d_70,2011-04-08,7,4,Friday,,11110,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Friday,0,0,0,2011,98,0,69,0.0,0.0,4,69
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_71,0.0,d_71,2011-04-09,1,4,Saturday,,11111,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Saturday,1,0,0,2011,99,0,70,0.0,0.0,5,70
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_72,0.0,d_72,2011-04-10,2,4,Sunday,,11111,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Sunday,1,0,0,2011,100,0,71,0.0,0.0,6,71
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_73,0.0,d_73,2011-04-11,3,4,Monday,,11111,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Monday,0,0,0,2011,101,0,72,0.0,0.0,0,72
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_74,0.0,d_74,2011-04-12,4,4,Tuesday,,11111,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Tuesday,0,0,0,2011,102,0,73,0.0,0.0,1,73
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_75,0.0,d_75,2011-04-13,5,4,Wednesday,,11111,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Wednesday,0,0,0,2011,103,0,74,0.0,0.0,2,74
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_76,0.0,d_76,2011-04-14,6,4,Thursday,,11111,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Thursday,0,0,0,2011,104,0,75,0.0,0.0,3,75
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_77,0.0,d_77,2011-04-15,7,4,Friday,,11111,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Friday,0,0,0,2011,105,0,76,0.0,0.0,4,76
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_78,0.0,d_78,2011-04-16,1,4,Saturday,,11112,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Saturday,1,0,0,2011,106,0,77,0.0,0.0,5,77
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_79,0.0,d_79,2011-04-17,2,4,Sunday,,11112,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Sunday,1,0,0,2011,107,0,78,0.0,0.0,6,78
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_80,0.0,d_80,2011-04-18,3,4,Monday,,11112,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Monday,0,0,0,2011,108,0,79,0.0,0.0,0,79
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_81,0.0,d_81,2011-04-19,4,4,Tuesday,,11112,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Tuesday,0,0,0,2011,109,0,80,0.0,0.0,1,80
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_82,0.0,d_82,2011-04-20,5,4,Wednesday,,11112,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Wednesday,0,0,0,2011,110,0,81,0.0,0.0,2,81
